tid,governo_alinhamento~Lula_2/indefinido,governo_alinhamento~Lula_2/nao se aplica,governo_alinhamento~Lula_2/votou com o governo,governo_alinhamento~Lula_2/votou contra o governo,orientacaoGoverno~Liberado,orientacaoGoverno~Não,orientacaoGoverno~Obstrução,orientacaoGoverno~Sim,partido~Avante,partido~Cidadania,partido~DEM,partido~MDB,partido~PAN,partido~PCdoB,partido~PDT,partido~PHS,partido~PL,partido~PMN,partido~PP,partido~PRB,partido~PRTB,partido~PSB,partido~PSC,partido~PSDB,partido~PSOL,partido~PT,partido~PTB,partido~PTC,partido~PV,partido~Sem_Partido,tipoProposicao~MPV,tipoProposicao~MSC,tipoProposicao~PDC,tipoProposicao~PEC,tipoProposicao~PL,tipoProposicao~PLP,tipoProposicao~PLV,tipoProposicao~PRC,tipoProposicao~REC,tipoProposicao~REQ
3594,0,3,8,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,3,2,2,0,0,0,5
3595,0,7,9,2,7,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,8,0,0,2,2,1,0,0,0,5
3596,0,11,13,1,11,2,0,12,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,2,2,1,0,0,6
3597,0,6,5,2,6,1,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,1,0,0,3
3598,0,8,6,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,1,0,0,4
3599,0,2,9,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,2,2,0,0,0,0,4
3600,0,8,9,1,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,8,0,0,1,2,1,1,0,0,5
3601,0,8,5,1,8,2,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,1,0,0,1
3602,0,10,2,2,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,1,0,0,1,0,0,1
3603,0,1,6,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3
3605,0,2,10,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,1,0,0,3
3606,0,9,12,0,9,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10,0,0,3,2,1,1,0,0,4
3607,0,5,2,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,1
3608,0,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,1
3609,0,6,6,3,5,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,3,1,1,0,0,0,4
3610,0,10,12,1,10,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,0,0,3,2,1,1,0,0,6
3611,0,2,8,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,0,0,2
3612,0,10,13,0,10,1,0,12,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,2,2,1,0,0,6
3613,0,3,1,4,3,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4
3614,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3616,0,1,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
3617,0,1,4,1,1,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1
3618,0,2,4,1,2,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3
3620,0,3,5,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,5
3621,0,1,2,2,1,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
3622,0,7,5,4,6,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,0,1,2,2,1,0,0,5
3623,0,5,1,0,4,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1
3624,0,5,7,0,5,1,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,4
3625,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3626,0,3,5,2,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,3
3627,0,6,8,0,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,3,1,1,1,0,0,2
3628,0,5,11,0,5,2,0,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,1,0,0,0,3
3630,0,1,3,1,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1
3631,0,7,8,0,7,2,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,1,1,0,0,2
3633,0,7,9,0,6,2,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,1,1,0,0,4
3635,0,9,10,0,9,2,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,1,0,0,5
3636,0,8,10,0,8,2,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,1,1,0,0,3
3637,0,4,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,2
3638,0,8,11,0,8,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,11,0,0,1,1,1,1,0,0,4
3639,1,10,7,2,8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0,3,1,1,1,0,0,5
3640,0,3,6,2,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,2,1,1,0,0,0,3
3641,0,9,7,0,9,2,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,1,0,0,2
3642,0,7,11,0,7,2,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,2,1,1,0,0,3
3643,0,2,4,0,1,1,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1
3644,0,10,9,3,10,1,0,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,2,2,1,0,0,6
3645,0,4,3,0,4,2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0
3646,0,2,7,1,2,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,4
3647,0,10,14,0,10,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,11,0,0,3,1,2,1,0,0,6
3649,0,8,7,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,1,2,1,0,0,5
3650,0,6,9,0,6,1,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,1,0,0,0,5
3652,0,3,4,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,3
3653,0,7,4,0,7,2,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1
3654,0,6,8,1,6,2,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,1,0,0,0,2
3655,0,10,10,0,10,2,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,2,1,0,0,5
3656,0,3,4,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4
3657,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3658,0,8,13,0,8,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,8,0,0,3,2,1,1,0,0,6
3659,0,2,3,0,2,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2
3660,0,7,13,0,7,2,0,11,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,2,1,1,0,0,5
3661,0,7,10,1,7,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,3,1,2,1,0,0,3
3662,0,5,9,1,5,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,3,2,1,0,0,0,3
3663,0,3,7,2,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,2,2,1,1,0,0,4
3664,0,9,7,1,9,2,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,2,1,0,0,0,2
3665,0,11,14,0,11,2,0,12,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,2,2,1,0,0,6
3666,0,7,7,0,7,2,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,2
3667,0,8,13,0,8,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,0,0,3,2,1,1,0,0,5
3668,0,2,5,0,2,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3
3669,0,8,11,2,8,2,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,2,1,0,0,0,6
3670,0,9,12,0,9,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,10,0,0,3,1,2,1,0,0,4
3671,0,5,6,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,3
3673,1,9,9,1,9,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,0,0,2,2,2,1,0,0,5
3674,0,8,7,1,8,1,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,0,5
3675,0,5,9,1,5,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,1,1,0,0,4
3676,0,6,12,0,6,2,0,10,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,1,1,0,0,5
3677,0,6,11,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,1,0,0,0,6
3678,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
3679,0,3,7,3,3,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,0,5
3680,0,7,10,0,7,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,3,0,2,1,0,0,3
3681,0,8,4,1,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,3
3682,0,4,8,1,4,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,1,0,0,5
3683,0,7,10,0,7,1,0,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,2,1,0,0,5
3684,0,5,3,2,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,2
3685,1,1,4,0,1,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
3686,0,7,7,0,7,1,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,2,0,1,0,0,2
3687,0,5,6,0,5,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,0,2
3688,0,2,7,0,2,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,3
3689,0,7,12,0,7,2,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,1,1,0,0,0,5
3690,0,11,7,4,9,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,3,2,2,0,0,0,5
3692,0,9,13,0,9,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,9,0,0,3,2,2,1,0,0,5
3693,0,11,13,0,11,2,0,11,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,2,2,1,0,0,6
3694,0,10,9,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,3,1,2,1,0,0,5
3695,0,9,11,0,9,1,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,1,1,0,0,6
3696,0,3,6,0,3,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,4
3697,0,8,4,2,8,2,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,4
3699,1,6,6,0,6,1,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,0,3
19721,0,24,4,23,12,18,2,19,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,3,13,0,0,0,3,0
19722,1,11,39,4,9,26,2,18,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,3,6,1,0,0,3,0
19723,0,14,47,7,12,31,2,23,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,4,15,1,0,0,1,0
19724,0,12,50,0,12,26,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,40,0,2,2,15,0,0,0,3,0
19725,0,15,42,7,14,28,1,21,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,3,15,1,0,0,3,0
19726,0,23,15,33,12,31,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,51,0,2,5,10,1,0,0,2,0
19727,1,16,49,5,14,33,2,22,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,49,0,2,3,14,0,0,0,3,0
19728,3,9,34,5,8,22,1,20,0,11,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,3,6,1,0,0,3,0
19729,1,21,17,29,13,30,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,46,0,2,3,13,1,0,0,3,0
19730,0,4,2,5,3,2,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0
19731,0,4,26,0,3,15,1,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,3,6,0,0,0,2,0
19732,1,42,7,31,13,38,4,26,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,2,4,16,0,0,0,3,0
19733,0,13,47,4,11,33,2,18,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2,3,13,1,0,0,3,0
19734,0,13,35,4,12,25,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,37,0,2,3,9,0,0,0,1,0
19735,0,14,30,5,12,20,2,15,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,1,13,1,0,0,3,0
19736,0,11,29,7,11,18,0,18,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,13,1,0,0,1,0
19737,0,21,9,25,14,19,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,32,0,2,4,13,1,0,0,3,0
19738,0,13,53,2,12,30,1,25,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,2,3,15,1,0,0,3,0
19739,0,9,32,0,9,18,0,14,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,24,0,1,2,11,0,0,0,3,0
19741,0,14,52,2,12,34,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,49,0,2,3,11,0,0,0,3,0
19742,0,26,18,32,14,37,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,52,0,2,2,16,1,0,0,3,0
19743,0,41,7,30,14,35,4,25,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,2,5,16,1,0,0,2,0
19744,0,19,62,4,16,39,3,27,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,56,0,2,5,18,1,0,0,3,0
19745,0,16,50,0,14,23,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,17,0,0,40,0,2,3,17,1,0,0,3,0
19746,0,19,60,0,15,34,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,53,0,2,4,16,1,0,0,3,0
19747,0,14,55,1,14,35,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,49,0,2,2,14,1,0,0,2,0
19748,0,17,63,4,15,39,2,28,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,3,17,1,0,0,3,0
19749,0,38,10,25,15,32,4,22,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,2,4,16,1,0,0,2,0
19750,0,22,15,29,14,28,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,41,0,2,4,15,1,0,0,3,0
19751,0,26,16,32,13,32,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,49,0,2,4,16,0,0,0,3,0
19752,0,14,42,7,13,25,1,24,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,39,0,2,2,16,1,0,0,3,0
19753,0,12,54,0,11,32,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,51,0,1,2,10,0,0,0,2,0
19754,0,12,56,0,12,36,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,49,0,2,1,13,1,0,0,2,0
19755,0,15,52,6,14,34,1,24,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,2,2,14,1,0,0,3,0
19756,0,15,59,1,14,35,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,51,0,2,2,16,1,0,0,3,0
19757,0,15,57,3,12,38,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,51,0,2,4,15,1,0,0,2,0
19758,0,12,38,1,11,18,1,21,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,3,10,1,0,0,2,0
19759,0,11,49,3,11,31,0,21,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2,2,10,1,0,0,1,0
19761,0,13,59,1,12,33,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,50,0,2,3,15,0,0,0,3,0
19762,0,10,34,1,9,21,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,28,0,0,0,14,1,0,0,2,0
19763,0,20,26,36,15,35,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,54,0,2,5,17,1,0,0,3,0
19764,0,23,16,28,14,30,3,20,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,2,3,15,0,0,0,3,0
19765,0,28,19,32,15,35,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,53,0,2,4,17,0,0,0,3,0
19766,0,14,56,5,12,38,2,23,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,14,1,0,0,3,0
19767,1,13,36,1,12,16,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,31,0,2,3,12,1,0,0,2,0
19768,0,13,39,5,11,27,2,17,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,3,7,1,0,0,3,0
19769,0,2,6,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,0,0
19770,1,12,40,0,12,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,32,0,2,2,13,1,0,0,3,0
19771,0,19,16,25,14,23,5,18,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,5,16,1,0,0,3,0
19772,0,13,44,2,12,28,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,40,0,2,3,11,1,0,0,2,0
19773,4,36,9,28,14,35,4,24,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,2,4,16,1,0,0,2,0
19774,1,19,61,4,16,39,3,27,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,3,18,1,0,0,3,0
19775,0,15,52,4,13,30,2,26,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2,3,15,1,0,0,3,0
19776,0,15,57,1,14,33,1,25,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,49,0,2,2,16,1,0,0,3,0
19777,0,11,38,7,10,28,1,17,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,2,2,9,1,0,0,3,0
19779,0,15,61,0,13,34,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,52,0,2,3,15,1,0,0,3,0
19780,0,11,26,5,10,19,1,12,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,27,0,2,3,9,0,0,0,1,0
19781,0,15,52,5,14,34,1,23,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,3,15,1,0,0,1,0
19782,0,25,7,16,13,16,3,16,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,4,10,1,0,0,2,0
19783,0,13,11,16,9,16,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,23,0,1,5,9,1,0,0,1,0
19784,0,12,39,0,10,24,2,15,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,3,9,0,0,0,1,0
19785,0,29,18,30,15,33,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,49,0,2,4,18,1,0,0,3,0
19786,0,27,21,31,14,39,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,55,0,2,4,14,1,0,0,3,0
19787,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19788,0,9,33,5,8,23,1,15,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,9,0,0,0,2,0
19789,0,10,51,0,9,28,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,44,0,1,3,12,0,0,0,1,0
19790,0,4,2,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
19791,0,16,59,0,13,35,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,49,0,2,4,16,1,0,0,3,0
